home_team,away_team,home_goals,away_goals,date,year,stage,decided_by,home_penalty,away_penalty,stage_order,result,total_goals,goal_diff,btts,attendance
Belgium,Russia,1,0,2014-06-22,2014,Group stage,Normal Time,,,0.0,H,1,1,0,17736.0
Korea Republic,Algeria,2,4,2014-06-22,2014,Group stage,Normal Time,,,0.0,A,6,-2,1,11690.0
United States,Portugal,2,2,2014-06-22,2014,Group stage,Normal Time,,,0.0,D,4,0,1,63324.0
Australia,Spain,0,3,2014-06-23,2014,Group stage,Normal Time,,,0.0,A,3,-3,0,5700.0
Netherlands,Chile,2,0,2014-06-23,2014,Group stage,Normal Time,,,0.0,H,2,2,0,10648.0
Croatia,Mexico,1,3,2014-06-23,2014,Group stage,Normal Time,,,0.0,A,4,-2,1,59828.0
Cameroon,Brazil,1,4,2014-06-23,2014,Group stage,Normal Time,,,0.0,A,5,-3,1,7167.0
Costa Rica,England,0,0,2014-06-24,2014,Group stage,Normal Time,,,0.0,D,0,0,0,67224.0
Italy,Uruguay,0,1,2014-06-24,2014,Group stage,Normal Time,,,0.0,A,1,-1,0,9973.0
Japan,Colombia,1,4,2014-06-24,2014,Group stage,Normal Time,,,0.0,A,5,-3,1,7945.0
Greece,Ivory Coast,2,1,2014-06-24,2014,Group stage,Normal Time,,,0.0,H,3,1,1,18715.0
Bosnia and Herzegovina,Iran,3,1,2014-06-25,2014,Group stage,Normal Time,,,0.0,H,4,2,1,11875.0
Nigeria,Argentina,2,3,2014-06-25,2014,Group stage,Normal Time,,,0.0,A,5,-1,1,8040.0
Honduras,Switzerland,0,3,2014-06-25,2014,Group stage,Normal Time,,,0.0,A,3,-3,0,7442.0
Ecuador,France,0,0,2014-06-25,2014,Group stage,Normal Time,,,0.0,D,0,0,0,64922.0
United States,Germany,0,1,2014-06-26,2014,Group stage,Normal Time,,,0.0,A,1,-1,0,66057.0
Portugal,Ghana,2,1,2014-06-26,2014,Group stage,Normal Time,,,0.0,H,3,1,1,14903.0
Korea Republic,Belgium,0,1,2014-06-26,2014,Group stage,Normal Time,,,0.0,A,1,-1,0,9794.0
Algeria,Russia,1,1,2014-06-26,2014,Group stage,Normal Time,,,0.0,D,2,0,1,8829.0
Brazil,Chile,1,1,2014-06-28,2014,Round of 16,Normal Time,3.0,2.0,2.0,D,2,0,1,65440.0
Colombia,Uruguay,2,0,2014-06-28,2014,Round of 16,Normal Time,,,2.0,H,2,2,0,7938.0
Netherlands,Mexico,2,1,2014-06-29,2014,Round of 16,Normal Time,,,2.0,H,3,1,1,12700.0
Costa Rica,Greece,1,1,2014-06-29,2014,Round of 16,Normal Time,5.0,3.0,2.0,D,2,0,1,9622.0
France,Nigeria,2,0,2014-06-30,2014,Round of 16,Normal Time,,,2.0,H,2,2,0,65006.0
Germany,Algeria,2,1,2014-06-30,2014,Round of 16,Normal Time,,,2.0,H,3,1,1,7908.0
Argentina,Switzerland,1,0,2014-07-01,2014,Round of 16,Normal Time,,,2.0,H,1,1,0,10484.0
Belgium,United States,2,1,2014-07-01,2014,Round of 16,Normal Time,,,2.0,H,3,1,1,7134.0
France,Germany,0,1,2014-07-04,2014,Quarter-finals,Normal Time,,,0.0,A,1,-1,0,49737.0
Brazil,Colombia,2,1,2014-07-04,2014,Quarter-finals,Normal Time,,,0.0,H,3,1,1,32483.0
Argentina,Belgium,1,0,2014-07-05,2014,Quarter-finals,Normal Time,,,0.0,H,1,1,0,49471.0
Netherlands,Costa Rica,0,0,2014-07-05,2014,Quarter-finals,Normal Time,4.0,3.0,0.0,D,0,0,0,27100.0
Brazil,Germany,1,7,2014-07-08,2014,Semi-finals,Normal Time,,,0.0,A,8,-6,1,11800.0
Netherlands,Argentina,0,0,2014-07-09,2014,Semi-finals,Normal Time,2.0,4.0,0.0,D,0,0,0,20055.0
Brazil,Netherlands,0,3,2014-07-12,2014,Third-place match,Normal Time,,,0.0,A,3,-3,0,25923.0
Germany,Argentina,1,0,2014-07-13,2014,Final,Normal Time,,,6.0,H,1,1,0,31900.0
Russia,Saudi Arabia,5,0,2018-06-14,2018,Group stage,Normal Time,,,0.0,H,5,5,0,6196.0
Egypt,Uruguay,0,1,2018-06-15,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,2823.0
Morocco,Iran,0,1,2018-06-15,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,23182.0
Portugal,Spain,3,3,2018-06-15,2018,Group stage,Normal Time,,,0.0,D,6,0,1,30287.0
France,Australia,2,1,2018-06-16,2018,Group stage,Normal Time,,,0.0,H,3,1,1,13103.0
Argentina,Iceland,1,1,2018-06-16,2018,Group stage,Normal Time,,,0.0,D,2,0,1,21990.0
Peru,Denmark,0,1,2018-06-16,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,16418.0
Croatia,Nigeria,2,0,2018-06-16,2018,Group stage,Normal Time,,,0.0,H,2,2,0,15872.0
Costa Rica,Serbia,0,1,2018-06-17,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,50928.0
Germany,Mexico,0,1,2018-06-17,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,13300.0
Brazil,Switzerland,1,1,2018-06-17,2018,Group stage,Normal Time,,,0.0,D,2,0,1,13554.0
Sweden,Korea Republic,1,0,2018-06-18,2018,Group stage,Normal Time,,,0.0,H,1,1,0,38850.0
Belgium,Panama,3,0,2018-06-18,2018,Group stage,Normal Time,,,0.0,H,3,3,0,21239.0
Tunisia,England,1,2,2018-06-18,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,25000.0
Colombia,Japan,1,2,2018-06-19,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,14174.0
Poland,Senegal,1,2,2018-06-19,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,12217.0
Russia,Egypt,3,1,2018-06-19,2018,Group stage,Normal Time,,,0.0,H,4,2,1,11665.0
Portugal,Morocco,1,0,2018-06-20,2018,Group stage,Normal Time,,,0.0,H,1,1,0,40895.0
Uruguay,Saudi Arabia,1,0,2018-06-20,2018,Group stage,Normal Time,,,0.0,H,1,1,0,15150.0
Iran,Spain,0,1,2018-06-20,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,34107.0
Denmark,Australia,1,1,2018-06-21,2018,Group stage,Normal Time,,,0.0,D,2,0,1,10647.0
France,Peru,1,0,2018-06-21,2018,Group stage,Normal Time,,,0.0,H,1,1,0,15343.0
Argentina,Croatia,0,3,2018-06-21,2018,Group stage,Normal Time,,,0.0,A,3,-3,0,9591.0
Brazil,Costa Rica,2,0,2018-06-22,2018,Group stage,Normal Time,,,0.0,H,2,2,0,17788.0
Nigeria,Iceland,2,0,2018-06-22,2018,Group stage,Normal Time,,,0.0,H,2,2,0,49348.0
Serbia,Switzerland,1,2,2018-06-22,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,16518.0
Belgium,Tunisia,5,2,2018-06-23,2018,Group stage,Normal Time,,,0.0,H,7,3,1,31156.0
Korea Republic,Mexico,1,2,2018-06-23,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,62500.0
Germany,Sweden,2,1,2018-06-23,2018,Group stage,Normal Time,,,0.0,H,3,1,1,32000.0
England,Panama,6,1,2018-06-24,2018,Group stage,Normal Time,,,0.0,H,7,5,1,45000.0
Japan,Senegal,2,2,2018-06-24,2018,Group stage,Normal Time,,,0.0,D,4,0,1,58000.0
Poland,Colombia,0,3,2018-06-24,2018,Group stage,Normal Time,,,0.0,A,3,-3,0,17000.0
Saudi Arabia,Egypt,2,1,2018-06-25,2018,Group stage,Normal Time,,,0.0,H,3,1,1,40000.0
Uruguay,Russia,3,0,2018-06-25,2018,Group stage,Normal Time,,,0.0,H,3,3,0,28000.0
Spain,Morocco,2,2,2018-06-25,2018,Group stage,Normal Time,,,0.0,D,4,0,1,35000.0
Iran,Portugal,1,1,2018-06-25,2018,Group stage,Normal Time,,,0.0,D,2,0,1,17000.0
Australia,Peru,0,2,2018-06-26,2018,Group stage,Normal Time,,,0.0,A,2,-2,0,30000.0
Denmark,France,0,0,2018-06-26,2018,Group stage,Normal Time,,,0.0,D,0,0,0,56000.0
Iceland,Croatia,1,2,2018-06-26,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,4000.0
Nigeria,Argentina,1,2,2018-06-26,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,24000.0
Korea Republic,Germany,2,0,2018-06-27,2018,Group stage,Normal Time,,,0.0,H,2,2,0,43500.0
Mexico,Sweden,0,3,2018-06-27,2018,Group stage,Normal Time,,,0.0,A,3,-3,0,34000.0
Switzerland,Costa Rica,2,2,2018-06-27,2018,Group stage,Normal Time,,,0.0,D,4,0,1,24637.0
Serbia,Brazil,0,2,2018-06-27,2018,Group stage,Normal Time,,,0.0,A,2,-2,0,26000.0
Japan,Poland,0,1,2018-06-28,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,19000.0
Senegal,Colombia,0,1,2018-06-28,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,43000.0
England,Belgium,0,1,2018-06-28,2018,Group stage,Normal Time,,,0.0,A,1,-1,0,13000.0
Panama,Tunisia,1,2,2018-06-28,2018,Group stage,Normal Time,,,0.0,A,3,-1,1,28000.0
France,Argentina,4,3,2018-06-30,2018,Round of 16,Normal Time,,,2.0,H,7,1,1,14000.0
Uruguay,Portugal,2,1,2018-06-30,2018,Round of 16,Normal Time,,,2.0,H,3,1,1,20500.0
Spain,Russia,1,1,2018-07-01,2018,Round of 16,Normal Time,3.0,4.0,2.0,D,2,0,1,16000.0
Croatia,Denmark,1,1,2018-07-01,2018,Round of 16,Normal Time,3.0,2.0,2.0,D,2,0,1,13470.0
Brazil,Mexico,2,0,2018-07-02,2018,Round of 16,Normal Time,,,2.0,H,2,2,0,25000.0
Belgium,Japan,3,2,2018-07-02,2018,Round of 16,Normal Time,,,2.0,H,5,1,1,11227.0
Sweden,Switzerland,1,0,2018-07-03,2018,Round of 16,Normal Time,,,2.0,H,1,1,0,173850.0
Colombia,England,1,1,2018-07-03,2018,Round of 16,Normal Time,3.0,4.0,2.0,D,2,0,1,152772.0
Uruguay,France,0,2,2018-07-06,2018,Quarter-finals,Normal Time,,,0.0,A,2,-2,0,7987.0
Brazil,Belgium,1,2,2018-07-06,2018,Quarter-finals,Normal Time,,,0.0,A,3,-1,1,138886.0
Sweden,England,0,2,2018-07-07,2018,Quarter-finals,Normal Time,,,0.0,A,2,-2,0,44802.0
Russia,Croatia,2,2,2018-07-07,2018,Quarter-finals,Normal Time,3.0,4.0,0.0,D,4,0,1,8501.0
France,Belgium,1,0,2018-07-10,2018,Semi-finals,Normal Time,,,0.0,H,1,1,0,25811.0
Croatia,England,2,1,2018-07-11,2018,Semi-finals,Normal Time,,,0.0,H,3,1,1,5284.0
Belgium,England,2,0,2018-07-14,2018,Third-place match,Normal Time,,,0.0,H,2,2,0,74462.0
France,Croatia,4,2,2018-07-15,2018,Final,Normal Time,,,6.0,H,6,2,1,3580.0
Qatar,Ecuador,0,2,2022-11-20,2022,Group stage,Normal Time,,,0.0,A,2,-2,0,142429.0
England,Iran,6,2,2022-11-21,2022,Group stage,Normal Time,,,0.0,H,8,4,1,19790.0
Senegal,Netherlands,0,2,2022-11-21,2022,Group stage,Normal Time,,,0.0,A,2,-2,0,10151.0
United States,Wales,1,1,2022-11-21,2022,Group stage,Normal Time,,,0.0,D,2,0,1,7903.0
Argentina,Saudi Arabia,1,2,2022-11-22,2022,Group stage,Normal Time,,,0.0,A,3,-1,1,42032.0
Denmark,Tunisia,0,0,2022-11-22,2022,Group stage,Normal Time,,,0.0,D,0,0,0,11078.0
Mexico,Poland,0,0,2022-11-22,2022,Group stage,Normal Time,,,0.0,D,0,0,0,36502.0
France,Australia,4,1,2022-11-22,2022,Group stage,Normal Time,,,0.0,H,5,3,1,29703.0
Morocco,Croatia,0,0,2022-11-23,2022,Group stage,Normal Time,,,0.0,D,0,0,0,9511.0
Germany,Japan,1,2,2022-11-23,2022,Group stage,Normal Time,,,0.0,A,3,-1,1,7336.0
Spain,Costa Rica,7,0,2022-11-23,2022,Group stage,Normal Time,,,0.0,H,7,7,0,81649.0
Belgium,Canada,1,0,2022-11-23,2022,Group stage,Normal Time,,,0.0,H,1,1,0,12000.0
Switzerland,Cameroon,1,0,2022-11-24,2022,Group stage,Normal Time,,,0.0,H,1,1,0,45000.0
Uruguay,Korea Republic,0,0,2022-11-24,2022,Group stage,Normal Time,,,0.0,D,0,0,0,20000.0
Portugal,Ghana,3,2,2022-11-24,2022,Group stage,Normal Time,,,0.0,H,5,1,1,33000.0
Brazil,Serbia,2,0,2022-11-24,2022,Group stage,Normal Time,,,0.0,H,2,2,0,18141.0
Wales,Iran,0,2,2022-11-25,2022,Group stage,Normal Time,,,0.0,A,2,-2,0,7000.0
Qatar,Senegal,1,3,2022-11-25,2022,Group stage,Normal Time,,,0.0,A,4,-2,1,22021.0
Netherlands,Ecuador,1,1,2022-11-25,2022,Group stage,Normal Time,,,0.0,D,2,0,1,15000.0
England,United States,0,0,2022-11-25,2022,Group stage,Normal Time,,,0.0,D,0,0,0,58455.0
Tunisia,Australia,0,1,2022-11-26,2022,Group stage,Normal Time,,,0.0,A,1,-1,0,20025.0
Poland,Saudi Arabia,2,0,2022-11-26,2022,Group stage,Normal Time,,,0.0,H,2,2,0,8000.0
France,Denmark,2,1,2022-11-26,2022,Group stage,Normal Time,,,0.0,H,3,1,1,19000.0
Argentina,Mexico,2,0,2022-11-26,2022,Group stage,Normal Time,,,0.0,H,2,2,0,7000.0
Japan,Costa Rica,0,1,2022-11-27,2022,Group stage,Normal Time,,,0.0,A,1,-1,0,9000.0
Belgium,Morocco,0,2,2022-11-27,2022,Group stage,Normal Time,,,0.0,A,2,-2,0,30454.0
Croatia,Canada,4,1,2022-11-27,2022,Group stage,Normal Time,,,0.0,H,5,3,1,13452.0
Spain,Germany,1,1,2022-11-27,2022,Group stage,Normal Time,,,0.0,D,2,0,1,11000.0
Cameroon,Serbia,3,3,2022-11-28,2022,Group stage,Normal Time,,,0.0,D,6,0,1,27152.0
Korea Republic,Ghana,2,3,2022-11-28,2022,Group stage,Normal Time,,,0.0,A,5,-1,1,55000.0
Brazil,Switzerland,1,0,2022-11-28,2022,Group stage,Normal Time,,,0.0,H,1,1,0,7000.0
Portugal,Uruguay,2,0,2022-11-28,2022,Group stage,Normal Time,,,0.0,H,2,2,0,15000.0
Ecuador,Senegal,1,2,2022-11-29,2022,Group stage,Normal Time,,,0.0,A,3,-1,1,35000.0
Netherlands,Qatar,2,0,2022-11-29,2022,Group stage,Normal Time,,,0.0,H,2,2,0,43000.0
Iran,United States,0,1,2022-11-29,2022,Group stage,Normal Time,,,0.0,A,1,-1,0,23000.0
Wales,England,0,3,2022-11-29,2022,Group stage,Normal Time,,,0.0,A,3,-3,0,12000.0
Australia,Denmark,1,0,2022-11-30,2022,Group stage,Normal Time,,,0.0,H,1,1,0,35000.0
Tunisia,France,1,0,2022-11-30,2022,Group stage,Normal Time,,,0.0,H,1,1,0,3000.0
Saudi Arabia,Mexico,1,2,2022-11-30,2022,Group stage,Normal Time,,,0.0,A,3,-1,1,9000.0
Poland,Argentina,0,2,2022-11-30,2022,Group stage,Normal Time,,,0.0,A,2,-2,0,9000.0
Canada,Morocco,1,2,2022-12-01,2022,Group stage,Normal Time,,,0.0,A,3,-1,1,16000.0
Croatia,Belgium,0,0,2022-12-01,2022,Group stage,Normal Time,,,0.0,D,0,0,0,33000.0
Costa Rica,Germany,2,4,2022-12-01,2022,Group stage,Normal Time,,,0.0,A,6,-2,1,14000.0
Japan,Spain,2,1,2022-12-01,2022,Group stage,Normal Time,,,0.0,H,3,1,1,21000.0
Korea Republic,Portugal,2,1,2022-12-02,2022,Group stage,Normal Time,,,0.0,H,3,1,1,8000.0
Ghana,Uruguay,0,2,2022-12-02,2022,Group stage,Normal Time,,,0.0,A,2,-2,0,25000.0
Cameroon,Brazil,1,0,2022-12-02,2022,Group stage,Normal Time,,,0.0,H,1,1,0,68346.0
Serbia,Switzerland,2,3,2022-12-02,2022,Group stage,Normal Time,,,0.0,A,5,-1,1,79867.0
Netherlands,United States,3,1,2022-12-03,2022,Round of 16,Normal Time,,,2.0,H,4,2,1,72886.0
Argentina,Australia,2,1,2022-12-03,2022,Round of 16,Normal Time,,,2.0,H,3,1,1,41459.0
France,Poland,3,1,2022-12-04,2022,Round of 16,Normal Time,,,2.0,H,4,2,1,70022.0
England,Senegal,3,0,2022-12-04,2022,Round of 16,Normal Time,,,2.0,H,3,3,0,25466.0
Japan,Croatia,1,1,2022-12-05,2022,Round of 16,Normal Time,1.0,3.0,2.0,D,2,0,1,12000.0
Brazil,Korea Republic,4,1,2022-12-05,2022,Round of 16,Normal Time,,,2.0,H,5,3,1,2000.0
Morocco,Spain,0,0,2022-12-06,2022,Round of 16,Normal Time,3.0,0.0,2.0,D,0,0,0,42100.0
Portugal,Switzerland,6,1,2022-12-06,2022,Round of 16,Normal Time,,,2.0,H,7,5,1,57735.0
Croatia,Brazil,1,1,2022-12-09,2022,Quarter-finals,Normal Time,4.0,2.0,0.0,D,2,0,1,18306.0
Netherlands,Argentina,2,2,2022-12-09,2022,Quarter-finals,Normal Time,3.0,4.0,0.0,D,4,0,1,18306.0
Morocco,Portugal,1,0,2022-12-10,2022,Quarter-finals,Normal Time,,,0.0,H,1,1,0,9249.0
England,France,1,2,2022-12-10,2022,Quarter-finals,Normal Time,,,0.0,A,3,-1,1,23409.0
Argentina,Croatia,3,0,2022-12-13,2022,Semi-finals,Normal Time,,,0.0,H,3,3,0,24059.0
France,Morocco,2,0,2022-12-14,2022,Semi-finals,Normal Time,,,0.0,H,2,2,0,2549.0
Croatia,Morocco,2,1,2022-12-17,2022,Third-place match,Normal Time,,,0.0,H,3,1,1,18346.0
Argentina,France,3,3,2022-12-18,2022,Final,Normal Time,4.0,2.0,6.0,D,6,0,1,4444.0
1.0,2.0,2,0,2026-06-11,2026,1,Normal Time,,,0.0,H,2,2,0,
3.0,4.0,2,1,2026-06-11,2026,1,Normal Time,,,0.0,H,3,1,1,
5.0,6.0,1,1,2026-06-12,2026,1,Normal Time,,,0.0,D,2,0,1,
13.0,14.0,4,1,2026-06-12,2026,1,Normal Time,,,0.0,H,5,3,1,
7.0,8.0,1,1,2026-06-13,2026,1,Normal Time,,,0.0,D,2,0,1,
9.0,10.0,1,1,2026-06-13,2026,1,Normal Time,,,0.0,D,2,0,1,
11.0,12.0,0,1,2026-06-13,2026,1,Normal Time,,,0.0,A,1,-1,0,
15.0,16.0,2,0,2026-06-13,2026,1,Normal Time,,,0.0,H,2,2,0,
17.0,18.0,7,1,2026-06-14,2026,1,Normal Time,,,0.0,H,8,6,1,
21.0,22.0,2,2,2026-06-14,2026,1,Normal Time,,,0.0,D,4,0,1,
19.0,20.0,1,0,2026-06-14,2026,1,Normal Time,,,0.0,H,1,1,0,
23.0,24.0,5,1,2026-06-14,2026,1,Normal Time,,,0.0,H,6,4,1,
29.0,30.0,0,0,2026-06-15,2026,1,Normal Time,,,0.0,D,0,0,0,
25.0,26.0,1,1,2026-06-15,2026,1,Normal Time,,,0.0,D,2,0,1,
31.0,32.0,1,1,2026-06-15,2026,1,Normal Time,,,0.0,D,2,0,1,
27.0,28.0,2,2,2026-06-15,2026,1,Normal Time,,,0.0,D,4,0,1,
33.0,34.0,3,1,2026-06-16,2026,1,Normal Time,,,0.0,H,4,2,1,
35.0,36.0,1,4,2026-06-16,2026,1,Normal Time,,,0.0,A,5,-3,1,
37.0,38.0,3,0,2026-06-16,2026,1,Normal Time,,,0.0,H,3,3,0,
39.0,40.0,3,1,2026-06-16,2026,1,Normal Time,,,0.0,H,4,2,1,
41.0,42.0,1,1,2026-06-17,2026,1,Normal Time,,,0.0,D,2,0,1,
45.0,46.0,4,2,2026-06-17,2026,1,Normal Time,,,0.0,H,6,2,1,
47.0,48.0,1,0,2026-06-17,2026,1,Normal Time,,,0.0,H,1,1,0,
43.0,44.0,1,3,2026-06-17,2026,1,Normal Time,,,0.0,A,4,-2,1,
1.0,3.0,1,0,2026-06-18,2026,1,Normal Time,,,0.0,H,1,1,0,
4.0,2.0,1,1,2026-06-18,2026,1,Normal Time,,,0.0,D,2,0,1,
5.0,7.0,6,0,2026-06-18,2026,1,Normal Time,,,0.0,H,6,6,0,
8.0,6.0,4,1,2026-06-18,2026,1,Normal Time,,,0.0,H,5,3,1,
9.0,11.0,3,0,2026-06-19,2026,1,Normal Time,,,0.0,H,3,3,0,
12.0,10.0,0,1,2026-06-19,2026,1,Normal Time,,,0.0,A,1,-1,0,
13.0,15.0,2,0,2026-06-19,2026,1,Normal Time,,,0.0,H,2,2,0,
16.0,14.0,0,1,2026-06-19,2026,1,Normal Time,,,0.0,A,1,-1,0,
17.0,19.0,2,1,2026-06-20,2026,1,Normal Time,,,0.0,H,3,1,1,
20.0,18.0,0,0,2026-06-20,2026,1,Normal Time,,,0.0,D,0,0,0,
21.0,23.0,5,1,2026-06-20,2026,1,Normal Time,,,0.0,H,6,4,1,
24.0,22.0,0,4,2026-06-20,2026,1,Normal Time,,,0.0,A,4,-4,0,
25.0,27.0,0,0,2026-06-21,2026,1,Normal Time,,,0.0,D,0,0,0,
28.0,26.0,1,3,2026-06-21,2026,1,Normal Time,,,0.0,A,4,-2,1,
29.0,31.0,4,0,2026-06-21,2026,1,Normal Time,,,0.0,H,4,4,0,
32.0,30.0,2,2,2026-06-21,2026,1,Normal Time,,,0.0,D,4,0,1,
33.0,35.0,3,0,2026-06-22,2026,1,Normal Time,,,0.0,H,3,3,0,
36.0,34.0,3,2,2026-06-22,2026,1,Normal Time,,,0.0,H,5,1,1,
37.0,39.0,2,0,2026-06-22,2026,1,Normal Time,,,0.0,H,2,2,0,
40.0,38.0,1,2,2026-06-22,2026,1,Normal Time,,,0.0,A,3,-1,1,
41.0,43.0,5,0,2026-06-23,2026,1,Normal Time,,,0.0,H,5,5,0,
44.0,42.0,1,0,2026-06-23,2026,1,Normal Time,,,0.0,H,1,1,0,
45.0,47.0,0,0,2026-06-23,2026,1,Normal Time,,,0.0,D,0,0,0,
48.0,46.0,0,1,2026-06-23,2026,1,Normal Time,,,0.0,A,1,-1,0,
4.0,1.0,0,3,2026-06-24,2026,1,Normal Time,,,0.0,A,3,-3,0,
2.0,3.0,1,0,2026-06-24,2026,1,Normal Time,,,0.0,H,1,1,0,
8.0,5.0,2,1,2026-06-24,2026,1,Normal Time,,,0.0,H,3,1,1,
6.0,7.0,3,1,2026-06-24,2026,1,Normal Time,,,0.0,H,4,2,1,
12.0,9.0,0,3,2026-06-25,2026,1,Normal Time,,,0.0,A,3,-3,0,
10.0,11.0,4,2,2026-06-25,2026,1,Normal Time,,,0.0,H,6,2,1,
16.0,13.0,3,2,2026-06-25,2026,1,Normal Time,,,0.0,H,5,1,1,
14.0,15.0,0,0,2026-06-25,2026,1,Normal Time,,,0.0,D,0,0,0,
20.0,17.0,2,1,2026-06-26,2026,1,Normal Time,,,0.0,H,3,1,1,
18.0,19.0,0,2,2026-06-26,2026,1,Normal Time,,,0.0,A,2,-2,0,
24.0,21.0,1,3,2026-06-26,2026,1,Normal Time,,,0.0,A,4,-2,1,
22.0,23.0,1,1,2026-06-26,2026,1,Normal Time,,,0.0,D,2,0,1,
36.0,33.0,1,4,2026-06-26,2026,1,Normal Time,,,0.0,A,5,-3,1,
34.0,35.0,5,0,2026-06-26,2026,1,Normal Time,,,0.0,H,5,5,0,
28.0,25.0,1,5,2026-06-27,2026,1,Normal Time,,,0.0,A,6,-4,1,
26.0,27.0,1,1,2026-06-27,2026,1,Normal Time,,,0.0,D,2,0,1,
32.0,29.0,0,1,2026-06-27,2026,1,Normal Time,,,0.0,A,1,-1,0,
30.0,31.0,0,0,2026-06-27,2026,1,Normal Time,,,0.0,D,0,0,0,
40.0,37.0,1,3,2026-06-27,2026,1,Normal Time,,,0.0,A,4,-2,1,
38.0,39.0,3,3,2026-06-27,2026,1,Normal Time,,,0.0,D,6,0,1,
44.0,41.0,0,0,2026-06-28,2026,1,Normal Time,,,0.0,D,0,0,0,
42.0,43.0,3,1,2026-06-28,2026,1,Normal Time,,,0.0,H,4,2,1,
48.0,45.0,0,2,2026-06-28,2026,1,Normal Time,,,0.0,A,2,-2,0,
46.0,47.0,2,1,2026-06-28,2026,1,Normal Time,,,0.0,H,3,1,1,
2.0,5.0,0,1,2026-06-29,2026,2,Normal Time,,,0.0,A,1,-1,0,
9.0,22.0,2,1,2026-06-29,2026,2,Normal Time,,,0.0,H,3,1,1,
17.0,14.0,1,1,2026-06-30,2026,2,Normal Time,3.0,4.0,0.0,D,2,0,1,
21.0,10.0,1,1,2026-06-30,2026,2,Normal Time,2.0,3.0,0.0,D,2,0,1,
19.0,36.0,1,2,2026-06-30,2026,2,Normal Time,,,0.0,A,3,-1,1,
33.0,23.0,3,0,2026-07-01,2026,2,Normal Time,,,0.0,H,3,3,0,
1.0,20.0,2,0,2026-07-01,2026,2,Normal Time,,,0.0,H,2,2,0,
45.0,42.0,2,1,2026-07-01,2026,2,Normal Time,,,0.0,H,3,1,1,
25.0,34.0,3,2,2026-07-02,2026,2,Normal Time,,,0.0,H,5,1,1,
13.0,6.0,2,0,2026-07-02,2026,2,Normal Time,,,0.0,H,2,2,0,
29.0,39.0,3,0,2026-07-03,2026,2,Normal Time,,,0.0,H,3,3,0,
41.0,46.0,2,1,2026-07-03,2026,2,Normal Time,,,0.0,H,3,1,1,
8.0,38.0,2,0,2026-07-03,2026,2,Normal Time,,,0.0,H,2,2,0,
15.0,26.0,1,1,2026-07-04,2026,2,Normal Time,2.0,4.0,0.0,D,2,0,1,
37.0,30.0,3,2,2026-07-04,2026,2,Normal Time,,,0.0,H,5,1,1,
44.0,47.0,1,0,2026-07-04,2026,2,Normal Time,,,0.0,H,1,1,0,
14.0,33.0,0,1,2026-07-04,2026,3,Normal Time,,,0.0,A,1,-1,0,
5.0,10.0,0,3,2026-07-04,2026,3,Normal Time,,,0.0,A,3,-3,0,
9.0,36.0,1,2,2026-07-05,2026,3,Normal Time,,,0.0,A,3,-1,1,
1.0,45.0,2,3,2026-07-06,2026,3,Normal Time,,,0.0,A,5,-1,1,
41.0,29.0,0,1,2026-07-06,2026,3,Normal Time,,,0.0,A,1,-1,0,
13.0,25.0,1,4,2026-07-07,2026,3,Normal Time,,,0.0,A,5,-3,1,
37.0,26.0,3,2,2026-07-07,2026,3,Normal Time,,,0.0,H,5,1,1,
8.0,44.0,0,0,2026-07-07,2026,3,Normal Time,4.0,3.0,0.0,D,0,0,0,
33.0,10.0,2,0,2026-07-09,2026,4,Normal Time,,,0.0,H,2,2,0,
29.0,25.0,2,1,2026-07-10,2026,4,Normal Time,,,0.0,H,3,1,1,
